year,duration_sec,duration_min,danceability,energy,tempo,acousticness,loudness,valence,track_count,duration_sec_ma5,duration_sec_ma10,danceability_ma5,acousticness_ma5,duration_yoy_pct
1996,247.2045067533767,4.120075112556278,0.5917793396698349,0.5916824462231116,117.34486693346673,0.2857907595797899,-9.279707853926963,0.5644574787393697,1999,248.8404930169856,250.44062769429735,0.5709758529355469,0.2913040916276715,-0.5437227161411484
1997,245.39983891945974,4.089997315324329,0.5781330165082541,0.6021183941970986,117.77553076538268,0.3032944747573787,-9.142459729864932,0.5464827913956979,1999,249.1256065466233,250.0995733671338,0.5738142980790395,0.2906399532828509,-0.7300303128038754
1998,248.8372385,4.1472873083333335,0.5928673999999999,0.61484337,118.535518,0.277977634925,-8.822504499999999,0.5454226999999999,2000,248.4350225307654,249.48961027366198,0.5774528906353177,0.2880988476075208,1.4007342448453697
1999,244.88065932966484,4.081344322161081,0.5865074537268634,0.6422767868934468,119.78394247123562,0.26320080839419707,-8.153170585292646,0.5580710355177589,1999,246.97564109669838,248.60473386428617,0.5828762413806903,0.2830722437053602,-1.590026956650692
2000,238.87491675025075,3.9812486125041793,0.590323370110331,0.6231377181544634,118.92731995987964,0.2859013565847543,-8.254778836509528,0.5587520060180541,1994,245.03943205055037,246.64879465843032,0.5879221160030565,0.283233006848224,-2.4525181351006564
2001,241.01154,4.016859,0.5859331499999999,0.6381716860000001,117.9032015,0.27039216723,-8.051444,0.5509531,2000,243.80083869987507,246.32066585843032,0.5867528780690897,0.280153288378266,0.8944527448995876
2002,239.2880060030015,3.9881334333833585,0.5788262631315657,0.65164036018009,119.55280940470234,0.27504963026513257,-7.511826413206603,0.5480932966483242,1999,242.5784721165834,245.85203933160338,0.586891527393752,0.2745043194798168,-0.7151250919348096
2003,243.27115707853926,4.054519284642321,0.5768411705852926,0.6662246623311656,121.01858179089544,0.24750134771885943,-7.359614807403703,0.535163931965983,1999,241.46525583229126,244.95013918152836,0.5836862815108106,0.26840906203858866,1.6645845072100318
2004,237.08957107107108,3.951492851184518,0.5723092092092092,0.6608654254254255,121.71885785785786,0.2636919828228228,-7.347913413413413,0.5308758258258258,1998,239.90703818057256,243.4413396386354,0.5808466326072798,0.2685072969243138,-2.5410270916220834
2005,238.882838,3.981380633333333,0.5763006,0.659766555,122.1156545,0.24681674257,-7.2980135,0.53318355,2000,239.90862243052234,242.47402724053637,0.5780420785852136,0.260690374121363,0.7563668536020751
2006,236.3643485,3.9394058083333334,0.56844475,0.657829535,121.813486,0.26628397903,-7.139478,0.5208878,2000,238.97918413052238,241.3900114151987,0.5745443985852134,0.259868736481363,-1.0542781227339537
